Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
self_mm,"(83.15, 0.75)","(83.03, 0.78)","(85.09, 0.66)","(85.04, 0.66)","(53.35, 0.79)","(46.53, 0.76)","(70.92, 0.84)","(79.66, 0.82)","(70.93, 0.82)"
